grasp_id,label,timestamp_ms,enc_deg,s0_dx,s0_dy,s0_dz,s1_dx,s1_dy,s1_dz,s2_dx,s2_dy,s2_dz,s3_dx,s3_dy,s3_dz,s4_dx,s4_dy,s4_dz,s5_dx,s5_dy,s5_dz,t1_flag,t2_flag,t1_ms,t2_ms
1,cylinder_stiff,220,69.256,-9.607,-0.064,18.900,9.416,16.200,-3.763,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,240,70.400,-5.407,3.086,2.928,-6.334,13.350,-6.425,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,260,71.544,-9.007,-4.264,0.992,1.316,4.800,-2.069,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,280,72.600,-2.557,-0.514,10.914,-3.334,2.700,-5.699,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,300,73.744,-10.357,-11.914,4.138,-1.834,-1.050,-11.507,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,320,74.976,-0.007,-4.864,18.658,-10.084,8.400,-0.133,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,340,76.120,-12.457,-14.764,6.316,-3.034,0.150,8.821,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,360,77.264,-1.807,-4.264,11.882,-9.184,-2.100,20.437,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,380,78.496,-8.557,-7.264,13.576,-0.184,-0.750,-4.489,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,400,79.640,-10.657,-3.214,-0.218,1.016,9.000,8.337,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,420,80.784,-0.607,-2.764,26.886,-2.134,4.350,7.853,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,440,82.016,-7.207,-2.314,24.224,-0.784,-1.050,3.497,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,460,83.160,-9.607,-11.764,-1.186,0.716,-9.000,4.949,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,480,84.392,-2.857,-5.464,27.854,0.866,9.450,10.999,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,500,85.536,-4.507,-5.464,21.320,-6.784,4.050,9.063,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,520,86.680,-4.507,-1.114,29.064,-10.684,-4.350,-1.827,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,540,87.912,-15.307,-0.214,17.448,-14.134,0.600,25.035,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,560,89.144,-3.907,-10.564,23.498,-3.784,3.300,8.821,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,580,90.288,-0.757,-9.514,12.850,-3.034,-1.350,18.501,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,600,91.432,-9.757,-8.014,17.448,3.266,5.550,11.241,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,620,92.664,-0.907,-6.364,14.786,-3.634,-4.800,18.259,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,640,93.896,-12.607,-1.264,18.416,-3.184,4.050,16.081,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,660,95.040,7.493,-8.914,33.904,2.816,-14.400,20.437,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,680,96.184,-10.807,0.536,39.470,-4.234,0.900,17.291,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,700,97.416,-11.107,-1.564,29.790,-7.384,-12.000,23.583,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,720,98.560,-2.557,-8.164,25.192,-3.484,-0.150,26.003,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,740,99.792,-0.907,-2.914,23.014,-1.684,1.200,31.327,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,760,100.936,-8.857,-6.514,36.808,-5.134,-3.300,31.085,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
1,cylinder_stiff,780,102.168,-3.157,6.836,37.292,-1.384,-9.750,20.437,-0.000,0.000,-0.000,-0.000,0.000,-0.000,0.002,0.003,0.000,-0.000,0.000,-0.000,0,0,0,0
